brand,year,fuel,transmission,km_driven,owner,mileage,engine,age,price
Tata,2024,Petrol,Manual,29512,Second,15.0,954,2,289509.2
Maruti,2026,Diesel,Manual,500,First,13.5,600,0,476993.91
Audi,2012,Petrol,Automatic,182339,First,18.5,1102,14,285573.68
Hyundai,2012,Petrol,Manual,157779,First,17.5,1372,14,42824.88
Tata,2018,Petrol,Automatic,91484,Second,14.4,940,8,115082.97
MG,2005,Petrol,Automatic,241189,First,16.5,1511,21,37932.05
BMW,2014,Petrol,Manual,150592,Second,16.0,2087,12,363873.95
Ford,2010,Diesel,Automatic,185585,First,21.2,726,16,35392.86
Skoda,2012,Petrol,Automatic,167336,First,21.2,899,14,61182.73
Volkswagen,2014,Diesel,Manual,145984,First,21.8,1591,12,102436.12
BMW,2014,Petrol,Manual,145457,Second,19.8,1053,12,353804.52
Tata,2021,Diesel,Manual,70173,First,19.1,1259,5,251278.62
Nissan,2025,Petrol,Manual,4296,First,16.1,1225,1,443709.3
Maruti,2008,Petrol,Manual,209814,First,22.3,600,18,35000.0
Renault,2026,Petrol,Manual,20560,First,19.3,885,0,418002.92
Toyota,2008,Diesel,Manual,212913,Second,28.8,1155,18,39009.41
Kia,2016,Petrol,Manual,112837,First,13.4,1662,10,118143.32
Mercedes,2025,Petrol,Manual,25127,First,17.4,1242,1,3093604.83
Honda,2017,Petrol,Manual,108162,First,10.7,1461,9,126047.6
Ford,2022,Petrol,Automatic,45377,First,19.7,1309,4,304565.69
Tata,2005,Diesel,Manual,260102,First,19.1,1014,21,35000.0
MG,2021,Petrol,Automatic,58381,Second,17.5,1282,5,407135.87
Volvo,2010,Petrol,Manual,186203,Fourth,16.6,1947,16,114427.04
Ford,2019,Diesel,Automatic,90417,First,15.0,809,7,187414.74
Volkswagen,2012,Petrol,Manual,171533,Second,15.6,1521,14,47054.17
Nissan,2017,Petrol,Manual,118979,Second,25.1,1041,9,71157.4
Toyota,2011,Petrol,Automatic,190377,Second,18.6,1749,15,58360.42
Honda,2024,Diesel,Manual,31974,First,17.0,1361,2,520721.96
Nissan,2010,Petrol,Automatic,202071,First,12.6,1090,16,35000.0
Tata,2015,CNG,Manual,135867,Third,17.4,1071,11,43165.51
Maruti,2025,Diesel,Manual,17358,First,19.6,1287,1,413437.36
Maruti,2022,Diesel,Manual,58439,Fourth,16.6,1035,4,135832.54
BMW,2017,Diesel,Manual,103416,First,15.2,1443,9,794781.49
Toyota,2019,Petrol,Manual,72776,Second,17.3,1055,7,190183.36
Skoda,2015,Petrol,Automatic,118229,First,15.9,1078,11,131828.19
Renault,2018,Diesel,Automatic,104221,Second,24.5,636,8,112816.33
Chevrolet,2026,Petrol,Manual,11014,Third,24.4,1294,0,326899.44
Ford,2021,Electric,Automatic,65064,First,19.1,958,5,352961.99
Ford,2020,Petrol,Automatic,68390,Second,15.3,725,6,174176.36
Mahindra,2010,Petrol,Automatic,196448,Third,15.2,1487,16,35000.0
Skoda,2017,Diesel,Manual,99480,First,16.9,794,9,171824.02
Toyota,2026,Diesel,Manual,14413,First,15.9,1346,0,876643.54
Toyota,2018,Diesel,Automatic,77296,Second,25.2,1508,8,249350.53
Maruti,2007,Petrol,Manual,221872,Second,18.5,1517,19,35000.0
Toyota,2005,Petrol,Manual,246630,First,14.8,1078,21,35000.0
Tata,2021,Diesel,Automatic,49698,First,14.8,1568,5,289793.92
Maruti,2015,Diesel,Automatic,134162,Third,17.1,1215,11,53055.46
Maruti,2015,Diesel,Automatic,135671,Second,16.0,1664,11,69998.35
Tata,2022,Diesel,Manual,45929,First,19.2,1482,4,331888.68
Hyundai,2008,Petrol,Manual,229289,Test Drive,15.8,1638,18,35000.0
Kia,2015,Petrol,Automatic,132911,Test Drive,22.5,1784,11,128458.59
Renault,2016,Petrol,Automatic,124700,Second,16.0,1186,10,73468.35
Tata,2012,Petrol,Manual,165776,First,20.7,1553,14,43022.3
Toyota,2023,Diesel,Manual,39955,Third,20.0,1014,3,331621.77
BMW,2005,Petrol,Manual,253217,First,23.4,1429,21,109559.66
Toyota,2018,Diesel,Manual,96802,First,14.0,1692,8,212875.57
Toyota,2022,Petrol,Manual,59435,Test Drive,14.4,1244,4,378252.45
Maruti,2018,LPG,Automatic,100127,First,17.1,949,8,107619.25
Hyundai,2010,CNG,Manual,181391,First,20.2,1396,16,35000.0
Hyundai,2025,Petrol,Manual,13492,Fourth,11.8,1100,1,270722.31
Maruti,2018,Diesel,Automatic,109940,First,13.3,1534,8,138064.47
Toyota,2006,Petrol,Manual,236359,Second,23.1,1482,20,35000.0
Maruti,2008,Diesel,Manual,226530,First,20.7,1004,18,35000.0
Volkswagen,2011,Diesel,Manual,190299,Second,20.3,1063,15,44087.34
Skoda,2014,Petrol,Manual,134943,Second,18.9,1172,12,82660.15
Ford,2016,Diesel,Manual,119119,First,17.0,692,10,101404.8
Hyundai,2009,Petrol,Manual,216376,Fourth,19.2,1096,17,35000.0
Lexus,2005,Diesel,Manual,259729,First,17.4,882,21,123464.74
Kia,2024,Petrol,Automatic,18064,First,14.0,1920,2,654361.57
Toyota,2010,Diesel,Automatic,193300,First,19.1,1783,16,66382.66
Hyundai,2020,Petrol,Manual,69002,First,17.0,1590,6,225669.1
Renault,2013,Diesel,Manual,157923,Second,12.9,1634,13,35000.0
Skoda,2007,Petrol,Manual,236832,Second,15.3,1135,19,35000.0
Nissan,2005,CNG,Manual,255511,First,21.9,1274,21,35000.0
Maruti,2026,Diesel,Manual,7683,Third,20.8,790,0,325817.5
Nissan,2022,Electric,Automatic,53746,Second,24.1,1290,4,378283.15
Honda,2016,CNG,Automatic,112326,Fourth,13.9,1648,10,77028.02
Maruti,2021,Electric,Manual,59466,First,18.7,1116,5,264024.87
Honda,2005,CNG,Automatic,244575,First,19.5,1577,21,35000.0
Tata,2017,Diesel,Manual,109515,First,17.5,906,9,100590.77
Maruti,2014,Petrol,Automatic,158374,Second,14.1,1352,12,39180.65
BMW,2026,Petrol,Automatic,14021,First,20.7,1182,0,3958346.05
Jeep,2022,Petrol,Automatic,33031,Second,17.7,862,4,661312.82
Ford,2021,Petrol,Automatic,60608,Second,20.2,1340,5,243296.15
Toyota,2014,Electric,Automatic,149350,First,19.4,1524,12,144753.73
Nissan,2025,Petrol,Manual,8076,Test Drive,12.7,1472,1,448864.3
Toyota,2008,Diesel,Automatic,195703,First,16.4,1944,18,48585.46
Kia,2017,Petrol,Manual,108513,First,25.4,867,9,142440.6
Hyundai,2025,Petrol,Manual,7857,Fourth,15.7,1134,1,248312.46
Hyundai,2021,Petrol,Manual,61919,Third,15.8,1249,5,187173.81
Maruti,2007,Petrol,Automatic,224811,First,19.0,1998,19,35000.0
Mahindra,2024,Diesel,Manual,17202,Second,23.4,1094,2,483682.11
Audi,2014,Diesel,Manual,139936,Second,21.2,1448,12,418333.46
Maruti,2017,Petrol,Automatic,102241,First,13.5,781,9,97751.83
Skoda,2010,Petrol,Manual,189915,First,12.8,1543,16,47439.37
Tata,2014,Petrol,Manual,145641,First,18.6,1060,12,61603.77
Maruti,2008,Petrol,Manual,201038,First,15.9,840,18,35000.0
Maruti,2025,Electric,Automatic,24648,Third,19.7,887,1,368036.41
Hyundai,2007,Diesel,Manual,223696,First,11.2,1062,19,35000.0
Ford,2011,Petrol,Manual,180070,First,22.4,1090,15,36970.66
Kia,2016,Petrol,Manual,120000,Second,20.8,1011,10,107552.28
Maruti,2009,CNG,Automatic,206972,Second,25.0,1498,17,35000.0
Tata,2012,Petrol,Automatic,173866,Third,19.1,1184,14,35000.0
Audi,2016,Petrol,Manual,120302,Fourth,18.7,1439,10,417513.18
Mahindra,2011,Diesel,Manual,175926,First,20.0,1993,15,50389.34
Maruti,2018,Diesel,Manual,103974,First,18.2,1278,8,101924.99
Maruti,2010,Diesel,Manual,186871,First,24.4,1315,16,35000.0
Tata,2018,Diesel,Manual,85088,Second,24.5,1855,8,157151.35
Hyundai,2023,Diesel,Automatic,17155,First,22.1,1825,3,572701.22
Mahindra,2020,Petrol,Automatic,72223,Second,20.5,1252,6,247234.48
BMW,2008,Petrol,Manual,218252,First,14.1,1524,18,177044.33
Hyundai,2015,Petrol,Manual,145142,First,26.1,1218,11,80195.12
Kia,2015,Petrol,Manual,124950,First,16.1,1140,11,91275.1
Hyundai,2016,Petrol,Automatic,115380,First,24.2,1242,10,117474.04
Honda,2023,Petrol,Manual,29020,First,25.7,1599,3,448433.52
Nissan,2011,Petrol,Manual,172628,Third,20.3,1573,15,35000.0
Audi,2026,CNG,Automatic,12019,Second,13.8,1409,0,3352126.75
Volkswagen,2021,Diesel,Manual,61738,Third,22.4,1395,5,243394.26
Tata,2014,Petrol,Manual,145044,First,21.1,790,12,58052.4
Honda,2008,Petrol,Automatic,209089,First,19.6,1119,18,35000.0
Jeep,2025,Electric,Manual,24339,First,19.2,600,1,1362180.35
Tata,2018,Petrol,Manual,101975,First,16.3,869,8,117181.69
Renault,2008,Petrol,Automatic,212715,First,16.5,1277,18,35000.0
Maruti,2006,Petrol,Automatic,254715,First,24.0,1620,20,35000.0
Hyundai,2015,CNG,Manual,131030,Second,21.1,1741,11,69178.98
Maruti,2018,Electric,Manual,98056,First,20.1,804,8,131715.32
Mahindra,2015,Petrol,Manual,132425,First,19.6,1003,11,93138.91
Hyundai,2009,Petrol,Manual,200655,Second,12.7,1178,17,35000.0
Renault,2014,Electric,Automatic,142744,Second,19.7,1893,12,74807.06
Ford,2008,Petrol,Manual,212289,First,14.4,1675,18,35000.0
Chevrolet,2010,Diesel,Manual,188594,Second,26.8,1626,16,35000.0
Maruti,2021,Petrol,Manual,58048,Third,12.6,1390,5,133174.97
Maruti,2015,Diesel,Manual,120134,First,15.0,1318,11,74510.95
Hyundai,2020,Petrol,Manual,74639,First,16.8,1204,6,188007.29
Ford,2015,Diesel,Automatic,127170,First,13.4,1721,11,96969.42
Kia,2016,Petrol,Manual,120776,First,16.3,1149,10,105226.97
BMW,2011,Petrol,Manual,186112,First,21.9,1404,15,260865.45
Audi,2021,Diesel,Automatic,74045,Second,25.1,976,5,1616072.09
Tata,2006,CNG,Manual,242498,Second,19.8,1228,20,35000.0
Ford,2026,Petrol,Manual,9579,Test Drive,16.5,1194,0,527623.63
Toyota,2022,CNG,Manual,48500,First,16.8,1138,4,300155.39
Tata,2018,Petrol,Manual,92890,First,22.6,1486,8,153331.04
Honda,2019,CNG,Manual,93789,Third,16.0,1392,7,120646.53
Mahindra,2006,Diesel,Manual,226361,First,11.5,600,20,35000.0
Skoda,2019,Diesel,Manual,95549,First,24.8,1577,7,293656.34
Honda,2022,Petrol,Manual,40170,First,17.3,908,4,343076.41
Toyota,2020,Electric,Automatic,62413,Second,15.5,1757,6,399265.73
Maruti,2009,Petrol,Manual,210389,Second,23.4,1438,17,35000.0
Hyundai,2009,Diesel,Manual,211580,First,19.8,1475,17,35000.0
Volkswagen,2024,Petrol,Manual,11455,Third,16.7,2131,2,394400.09
Hyundai,2022,Petrol,Automatic,45299,Second,16.0,1328,4,259605.38
Renault,2014,Petrol,Automatic,142282,First,11.4,957,12,60211.71
Mahindra,2006,Petrol,Manual,240799,First,19.5,1412,20,35000.0
Maruti,2013,Petrol,Manual,171227,First,14.2,1678,13,36130.9
Ford,2005,Petrol,Manual,247079,Fourth,20.1,922,21,35000.0
Hyundai,2023,Petrol,Manual,31991,First,13.2,1069,3,289266.59
Renault,2016,Petrol,Manual,127317,Second,15.0,1824,10,64781.12
Mercedes,2006,Petrol,Manual,232460,Second,22.7,1018,20,136752.84
Mahindra,2019,Electric,Automatic,85804,First,18.4,1461,7,307787.19
Ford,2008,CNG,Manual,215083,Second,16.7,1461,18,35000.0
Hyundai,2013,LPG,Manual,158816,First,15.8,993,13,36218.08
Mercedes,2011,Diesel,Manual,192626,First,20.2,1003,15,337001.5
Hyundai,2018,Petrol,Automatic,91888,Second,20.8,656,8,130277.38
Volkswagen,2010,Petrol,Manual,196060,First,17.5,1575,16,48371.53
Mahindra,2006,Petrol,Manual,247059,First,20.8,1045,20,35000.0
Tata,2018,Electric,Manual,88019,First,22.9,1214,8,174200.83
Toyota,2026,Diesel,Manual,12134,Third,11.8,675,0,477946.55
Skoda,2020,Petrol,Automatic,68298,Second,24.8,1206,6,307490.28
Kia,2026,Petrol,Manual,34131,Second,21.6,921,0,541001.39
Ford,2011,Diesel,Automatic,182751,First,22.0,1475,15,53210.19
Maruti,2024,LPG,Manual,23495,Second,17.5,1856,2,253100.13
Tata,2008,Petrol,Manual,219023,First,17.8,1944,18,35000.0
Chevrolet,2021,Petrol,Manual,61509,Second,17.6,1320,5,142340.66
Volkswagen,2005,Petrol,Automatic,248705,Second,21.2,1022,21,35000.0
Toyota,2007,Petrol,Manual,231040,Second,15.8,1766,19,35000.0
Ford,2012,Diesel,Manual,161357,First,24.0,1938,14,59497.21
Lexus,2005,Diesel,Manual,257888,First,15.0,1556,21,136181.49
Skoda,2015,Diesel,Manual,121465,First,22.6,1142,11,137775.93
Hyundai,2024,Petrol,Manual,21224,Third,20.3,1366,2,302347.2
Kia,2017,CNG,Manual,100104,First,28.2,1200,9,151262.85
Maruti,2013,Petrol,Manual,159508,First,11.4,1913,13,43031.85
Tata,2006,Diesel,Manual,273209,Fourth,22.8,1662,20,35000.0
Skoda,2023,Petrol,Manual,43805,Second,17.8,1335,3,412258.61
Skoda,2008,Petrol,Manual,211966,Second,13.7,1502,18,35000.0
Hyundai,2024,Electric,Manual,24844,Second,22.4,1403,2,454010.97
Maruti,2013,Petrol,Manual,145447,First,23.0,1673,13,46282.69
Hyundai,2026,Diesel,Manual,9148,Second,12.2,1361,0,513973.93
Nissan,2011,Petrol,Automatic,181171,Second,19.7,1977,15,36089.45
Renault,2026,Diesel,Automatic,642,First,16.6,863,0,586089.04
Mercedes,2020,Diesel,Manual,72340,First,18.8,1363,6,1675651.32
Lexus,2015,Diesel,Manual,148521,First,12.6,1153,11,458216.5
Maruti,2012,Petrol,Manual,174517,First,25.2,1792,14,39641.62
Volkswagen,2007,Diesel,Manual,229652,First,17.8,855,19,35000.0
Maruti,2007,Diesel,Manual,243038,First,20.3,1806,19,35000.0
Hyundai,2006,Petrol,Manual,239970,First,18.9,1212,20,35000.0
Toyota,2007,Petrol,Manual,215367,First,14.7,1068,19,35000.0
Nissan,2019,CNG,Manual,87992,First,15.8,1071,7,146393.22
Mahindra,2010,Petrol,Manual,186895,First,14.1,1312,16,35000.0
Kia,2006,Petrol,Automatic,238100,First,15.6,1271,20,35000.0
Lexus,2021,CNG,Manual,61990,First,24.3,1577,5,1556813.21
Mahindra,2016,CNG,Manual,121543,First,13.5,1297,10,101198.26
Maruti,2018,Petrol,Automatic,99528,First,13.2,1237,8,126929.11
Skoda,2017,Petrol,Manual,96807,Second,17.4,1521,9,147011.33
Tata,2025,Petrol,Manual,7398,First,14.6,901,1,424136.85
Honda,2015,Petrol,Automatic,137182,Second,18.9,1138,11,86574.63
Jeep,2016,Petrol,Manual,115316,Second,11.2,1190,10,154922.47
Volvo,2018,Electric,Manual,99479,First,17.9,921,8,799311.23
Kia,2014,Diesel,Manual,131801,First,20.7,1301,12,114964.84
Hyundai,2010,Petrol,Manual,184104,First,24.1,894,16,35000.0
Toyota,2013,Petrol,Manual,153777,Second,13.1,1738,13,61756.34
Maruti,2022,Petrol,Automatic,47195,First,16.7,1261,4,230471.28
Maruti,2015,Petrol,Manual,138369,Second,22.3,1013,11,56865.38
Hyundai,2008,Petrol,Automatic,210101,First,22.8,1062,18,35000.0
Tata,2019,Petrol,Automatic,84937,Second,18.5,1371,7,135416.25
Maruti,2025,Petrol,Manual,20259,Second,16.8,1386,1,311166.41
BMW,2013,Petrol,Automatic,162991,First,24.2,761,13,315186.51
Maruti,2005,Petrol,Automatic,269233,First,23.1,1679,21,35000.0
Mahindra,2018,Petrol,Automatic,92360,First,22.4,1710,8,213687.02
Kia,2022,Petrol,Manual,56717,Second,18.4,2114,4,338015.63
Maruti,2012,Petrol,Manual,166075,First,17.0,742,14,35000.0
Hyundai,2011,Petrol,Manual,179315,First,14.9,1303,15,35692.41
Kia,2008,Petrol,Manual,235368,First,17.4,1202,18,35000.0
Ford,2025,Petrol,Manual,4120,First,11.0,1137,1,459575.59
Tata,2024,Diesel,Automatic,39061,First,17.6,1322,2,448718.72
Mahindra,2008,CNG,Manual,220267,First,19.7,1233,18,35000.0
Jeep,2016,Diesel,Manual,121246,First,15.6,817,10,218877.46
Tata,2016,Petrol,Manual,120158,First,18.6,1381,10,91970.34
Kia,2020,Diesel,Manual,70845,First,21.0,674,6,228201.17
Hyundai,2013,Petrol,Manual,153913,First,19.2,847,13,45059.61
Hyundai,2020,Petrol,Automatic,68659,First,16.3,1398,6,226453.19
Maruti,2023,Electric,Manual,26073,Second,12.4,1363,3,280168.18
Honda,2025,Diesel,Automatic,12227,First,19.2,1225,1,575229.03
Hyundai,2014,Petrol,Manual,135021,Third,18.9,1293,12,50665.13
Mercedes,2008,Diesel,Manual,238584,Third,13.1,1115,18,148147.09
Mercedes,2021,Petrol,Automatic,58368,First,23.0,600,5,2015537.19
Maruti,2016,Diesel,Manual,111528,First,17.8,1236,10,89848.28
Hyundai,2007,Petrol,Manual,248888,First,24.6,600,19,35000.0
Skoda,2006,Petrol,Manual,244417,First,13.4,1716,20,35000.0
Toyota,2022,Petrol,Manual,65151,Fourth,15.3,600,4,190240.46
Tata,2018,Petrol,Manual,97503,Test Drive,14.4,1868,8,135981.41
Hyundai,2010,Petrol,Manual,197845,First,16.4,856,16,35000.0
Volkswagen,2024,Petrol,Automatic,27107,First,23.6,1026,2,635134.05
Maruti,2010,Diesel,Automatic,193347,First,18.1,1494,16,35000.0
Honda,2017,Petrol,Manual,118241,First,13.3,1457,9,117993.91
Honda,2020,Diesel,Manual,74303,First,19.6,1375,6,268724.01
Kia,2025,LPG,Manual,13136,Fourth,18.2,1336,1,302473.21
Hyundai,2014,Petrol,Manual,144864,First,20.3,1225,12,54398.19
Toyota,2011,Petrol,Automatic,168812,First,22.2,1279,15,54388.71
Maruti,2022,Petrol,Automatic,44118,Second,10.6,1745,4,217907.96
Ford,2016,Diesel,Automatic,121071,First,15.7,1116,10,102347.32
Tata,2025,Petrol,Manual,11272,Second,21.6,718,1,361931.45
Maruti,2024,Diesel,Automatic,14265,First,23.3,1622,2,410596.74
Hyundai,2020,Petrol,Manual,74395,Second,13.9,1472,6,147164.83
Audi,2009,Diesel,Manual,221932,Second,17.1,1492,17,182280.29
Kia,2023,Petrol,Manual,21639,First,16.9,1750,3,464678.97
Honda,2009,Petrol,Manual,198966,Second,14.0,1341,17,35000.0
Maruti,2018,Petrol,Automatic,96686,Second,22.3,1344,8,110223.16
Tata,2020,Diesel,Manual,64532,First,15.0,1156,6,213514.79
Nissan,2020,Diesel,Manual,73164,Second,18.4,1487,6,171402.11
Tata,2010,Petrol,Manual,201855,First,16.3,1632,16,35000.0
Mahindra,2009,Diesel,Manual,197011,First,17.7,1107,17,39700.62
Maruti,2012,Petrol,Manual,168192,First,17.3,999,14,35000.0
Maruti,2012,Diesel,Manual,178720,First,10.7,1745,14,35000.0
Maruti,2011,Petrol,Manual,194849,Test Drive,17.1,1417,15,35000.0
Hyundai,2020,Petrol,Manual,69115,Fourth,25.4,1070,6,132874.24
Mahindra,2018,Diesel,Manual,90270,First,21.6,1321,8,210977.92
Mahindra,2024,Diesel,Manual,37553,Second,13.1,1364,2,415810.82
Honda,2024,Diesel,Automatic,18638,Third,14.7,1305,2,418364.91
Kia,2008,Diesel,Manual,216101,First,20.6,1495,18,35212.47
Tata,2011,Petrol,Manual,185546,Test Drive,19.2,1365,15,38989.28
Nissan,2021,Petrol,Manual,70367,First,15.1,811,5,201465.73
Toyota,2017,Petrol,Manual,111781,First,16.2,815,9,134334.35
Tata,2017,Petrol,Manual,109241,Third,19.5,1474,9,77972.74
Maruti,2012,Diesel,Manual,169199,Second,20.3,849,14,35000.0
Chevrolet,2013,Electric,Manual,150965,Second,14.3,1617,13,47369.68
Ford,2009,Petrol,Automatic,198815,First,18.7,1115,17,35000.0
Maruti,2014,Diesel,Manual,129296,Second,20.9,1029,12,51038.73
Maruti,2007,Petrol,Automatic,224843,First,18.4,1733,19,35000.0
Nissan,2009,Petrol,Automatic,203818,Second,18.8,1057,17,35000.0
Renault,2011,Diesel,Manual,170955,First,11.1,1179,15,35170.39
Hyundai,2009,Petrol,Manual,198680,First,18.7,1359,17,35000.0
Honda,2019,Petrol,Manual,82579,First,21.4,870,7,198210.1
Toyota,2025,LPG,Manual,727,First,19.9,1905,1,707868.3
Chevrolet,2019,Petrol,Automatic,85807,Third,12.9,994,7,87088.22
Maruti,2020,Petrol,Manual,77084,First,17.8,986,6,146192.36
Nissan,2023,Diesel,Manual,35256,First,15.3,829,3,330631.64
Toyota,2023,Petrol,Manual,38369,First,17.3,965,3,450158.3
Ford,2020,Petrol,Manual,78240,First,19.3,879,6,179556.1
Maruti,2013,Diesel,Manual,150619,Second,20.0,1391,13,40146.0
Hyundai,2021,Diesel,Manual,59804,First,21.6,1320,5,292185.17
Tata,2010,LPG,Manual,189863,First,18.6,1900,16,35000.0
Nissan,2019,LPG,Manual,82235,Second,20.2,1236,7,120738.93
Honda,2024,Diesel,Manual,23073,First,17.0,1389,2,536156.99
Mercedes,2025,CNG,Manual,12743,Second,22.3,1450,1,2840561.88
Maruti,2024,Petrol,Automatic,23813,First,6.2,1887,2,342175.16
Nissan,2010,Petrol,Manual,186103,First,15.3,1485,16,35000.0
Renault,2008,Petrol,Manual,216837,Fourth,19.7,1069,18,35000.0
Tata,2026,Diesel,Automatic,9635,First,12.2,1326,0,614622.07
Ford,2014,Petrol,Automatic,141973,First,19.6,1852,12,78904.21
Skoda,2008,Petrol,Manual,225617,First,23.5,1460,18,47708.59
Nissan,2006,Petrol,Manual,246755,Third,23.7,919,20,35000.0
Maruti,2023,Diesel,Manual,29471,First,17.1,2323,3,394008.79
Renault,2015,Electric,Manual,134207,Third,12.6,939,11,55349.49
Tata,2022,Petrol,Manual,45203,Third,21.5,1273,4,223813.24
Hyundai,2016,Diesel,Automatic,135419,First,11.2,1900,10,108610.72
Maruti,2018,Petrol,Manual,100800,Second,25.5,989,8,110669.35
Hyundai,2012,Petrol,Automatic,164678,First,16.9,923,14,47454.62
Tata,2012,Petrol,Manual,168585,First,15.2,1343,14,38439.96
Hyundai,2023,CNG,Manual,41414,First,14.1,967,3,262697.63
Mahindra,2016,Diesel,Automatic,117704,First,26.9,1121,10,152351.19
Maruti,2012,Diesel,Automatic,171713,First,16.2,1097,14,44145.18
Maruti,2013,Diesel,Manual,166808,First,16.5,1445,13,43125.13
Hyundai,2021,Petrol,Manual,53445,First,18.1,1264,5,224196.84
Mercedes,2015,Petrol,Manual,129359,Second,10.5,1170,11,482867.95
Tata,2009,Diesel,Manual,216995,First,26.3,1357,17,38940.22
Maruti,2014,Diesel,Manual,162496,First,16.9,999,12,43871.7
Maruti,2016,Petrol,Manual,133769,First,20.8,1322,10,82608.61
Maruti,2007,Petrol,Manual,225723,Second,12.1,778,19,35000.0
MG,2016,Petrol,Automatic,117079,Fourth,11.7,1749,10,115915.36
Maruti,2015,Petrol,Automatic,132862,First,16.6,663,11,61275.41
Tata,2023,Diesel,Manual,47271,Fourth,13.4,1552,3,196729.07
Volkswagen,2013,Diesel,Manual,151834,Second,19.3,1460,13,79933.97
Maruti,2020,Petrol,Automatic,83767,Second,16.0,1552,6,144966.11
Mahindra,2024,Petrol,Automatic,24599,First,27.9,1172,2,566048.15
Ford,2025,Diesel,Manual,8378,First,14.9,1464,1,514170.21
Maruti,2015,Petrol,Manual,119633,Second,30.1,1817,11,77138.71
Skoda,2019,Petrol,Manual,94609,First,21.4,960,7,225026.67
Chevrolet,2007,Petrol,Manual,231127,First,19.0,1071,19,35000.0
Hyundai,2023,Diesel,Manual,38183,First,21.1,657,3,336460.5
Maruti,2018,LPG,Manual,90018,First,20.8,1058,8,96998.53
Maruti,2020,Petrol,Manual,75925,Fourth,18.7,734,6,93946.98
Volkswagen,2021,Petrol,Manual,69321,Third,16.8,1662,5,233000.56
Maruti,2006,Petrol,Automatic,234869,First,17.8,1033,20,35000.0
Toyota,2005,Petrol,Automatic,267227,First,19.6,1282,21,35000.0
Tata,2025,Petrol,Automatic,4342,First,14.6,1747,1,599685.46
Hyundai,2012,Petrol,Manual,168414,First,19.9,998,14,39150.72
Honda,2019,Petrol,Automatic,84918,Third,16.9,1090,7,153110.52
Tata,2013,Petrol,Manual,154483,First,17.3,1188,13,45895.78
Renault,2022,Petrol,Manual,53800,Second,15.2,979,4,173990.93
Tata,2012,Diesel,Manual,149056,Second,16.5,1708,14,42640.09
Tata,2005,Diesel,Manual,247339,Second,16.1,600,21,35000.0
Maruti,2008,Diesel,Manual,215766,First,13.2,600,18,35000.0
Hyundai,2019,Electric,Manual,81852,Third,17.7,1225,7,145845.75
Hyundai,2025,Diesel,Manual,15785,First,16.2,1153,1,463717.0
Maruti,2023,Petrol,Manual,34820,First,20.8,1066,3,265455.5
Hyundai,2009,Diesel,Automatic,210843,First,20.2,1445,17,35000.0
Hyundai,2012,Petrol,Manual,155673,Test Drive,22.8,1429,14,49478.53
Jeep,2017,Diesel,Automatic,109601,Second,16.6,1841,9,275785.5
Hyundai,2022,Petrol,Manual,44114,Second,19.3,1830,4,268534.55
Mahindra,2014,Petrol,Automatic,142344,First,17.2,1491,12,99524.44
Maruti,2018,Petrol,Manual,101419,First,18.5,1549,8,106358.59
Maruti,2022,Diesel,Automatic,38009,Second,16.3,1313,4,239497.45
Tata,2020,Petrol,Manual,90303,First,17.6,890,6,149072.42
Maruti,2010,Petrol,Manual,188675,First,20.6,1627,16,35000.0
Mahindra,2025,Diesel,Automatic,26384,Second,23.2,1022,1,594732.86
Maruti,2020,Petrol,Manual,71108,First,21.1,717,6,153958.24
